Page ID,Page Name,Disclaimer,Amount Spent (HUF)
1056891644470199,Országos Erdészeti Egyesület,Országos Erdészeti Egyesület,5502
311215062914930,Le az Adók 75%-ával Párt,Ecsenyi Àron,5484
1798630263746693,Witzmann Mihály,Witzmann Mihály,5451
103818207675288,Dudás László Csaba,Dudás László Csaba,5345
2232835887027050,Nem adom a jövőmet,LMP - Lehet Más a Politika,5322
103818207675288,Dudás László Csaba,These ads ran without a disclaimer,5319
106607667417772,Borkai szégyent hozott Győrre,These ads ran without a disclaimer,5319
200615179974476,Tégy az abortusz ellen,Karácsonyi Zoltán,5301
1571788716417897,21. Század Kiadó,These ads ran without a disclaimer,5260
115538980203895,EuroSurvey,These ads ran without a disclaimer,5233
222720184518334,Font Sándor,Font Sándor,5198
1468002833412477,A Polgári Mulató,Szamosi Tímea,5184
1220658008054651,M1,These ads ran without a disclaimer,5166
1560795780732708,"Székely Sándor, az Igen Szolidaritás országgyűlési képviselője",SZOLIDARITÁS,5151
