Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
182919265689974,International House of Estonia / Eesti Rahvusvaheline Maja,These ads ran without a disclaimer,≤100,1
444485682640834,Ehitusest,Meediapilt OÜ,≤100,2
536488443537339,Aare Arva,Aare Arva,≤100,3
354759527901013,ŠKODA Eesti,These ads ran without a disclaimer,≤100,2
1720467724840659,Andres Laiapea,Andres Laiapea,≤100,8
506907346402930,Waf pehme jäätis - jäätisemasina rent,Sigrid Raudsepp,≤100,1
562378543780840,King Kong Co.,These ads ran without a disclaimer,≤100,109
1552500338349128,Moeklikk,Kärt Lind,≤100,1
102853298269797,Palgauudised.ee,Palgauudised.ee,≤100,2
971885476227076,Tallinna linn,Merilin Kaalma,≤100,1
523475997846852,Vadim Belobrovtsev,Eesti Keskerakond,≤100,4
104643081368364,Tallinn City Office,Tallinna linn,≤100,2
709212302463805,Yoko Alender,Alender Yoko,≤100,3
123885139004359,Keskerakond Harjumaa,Eesti Keskerakond,≤100,1
161176093911640,Tallinna sotsiaaldemokraadid,Sotsiaaldemokraatlik Erakond,≤100,4
173699932824180,Nädalavahetuse lugemisnurk,Kristjan Lepik,≤100,3
116049741742877,Tallinn Dolls,These ads ran without a disclaimer,≤100,2
295642917764548,TLÜ Riigiteadused,These ads ran without a disclaimer,≤100,1
503635753156660,Urmas Reinsalu,These ads ran without a disclaimer,≤100,1
112862863619141,Za Будущее,These ads ran without a disclaimer,≤100,1
1664959567149320,Wholesome Culture,These ads ran without a disclaimer,≤100,103
1512676382320190,Tartu noorsooteenistus,Piret Talur,≤100,2
549471308509543,Tartu Kivilinna Kool,These ads ran without a disclaimer,≤100,1
114004685304193,Raamatupidaja.ee,Raamatupidaja.ee,≤100,2
1562149600745248,Kiirgusinfo,These ads ran without a disclaimer,≤100,1
108266953876581,SkyWay Capital - English,These ads ran without a disclaimer,≤100,12
406249229471108,Mihkel Lees - Tartu abilinnapea,These ads ran without a disclaimer,≤100,2
646902458783744,Isamaa Tallinn,Isamaa erakond,≤100,1
135698490337744,Эстонский Центр Обучения и Конференций,These ads ran without a disclaimer,≤100,2
103490404900160,Scandian Apartments Tallinn,Tanel Juns,≤100,5
663950183635039,Marko Torm,Reformierakond,≤100,2
58175601405,Äripäev,Äripäev,≤100,3
1420583584724113,Kaja Kallas,Kaja Kallas,≤100,1
136066989800931,EMÜ Keskkonnakaitse Üliõpilaste Selts,Triin Toom,≤100,1
797147440430086,EKRE Pärnumaa,These ads ran without a disclaimer,≤100,1
256646291932747,Kohaliku Info Keskus,These ads ran without a disclaimer,≤100,1
115634898452178,Postimees,These ads ran without a disclaimer,≤100,12
1037193359795251,Jaak Valge,These ads ran without a disclaimer,≤100,1
100744321515961,My Sweet Chickpea Estonia,These ads ran without a disclaimer,≤100,1
1625420364375999,Hr. Mauruse Pubi,These ads ran without a disclaimer,≤100,4
109734447174236,Bussines,These ads ran without a disclaimer,≤100,1
815299865514464,EMY,These ads ran without a disclaimer,≤100,1
1726948180941263,ELMO RENT 2.0,These ads ran without a disclaimer,≤100,1
102983311630681,Markus Meier,Markus Meier,≤100,2
109201207323769,Päästame Eesti Metsad MTÜ,These ads ran without a disclaimer,≤100,1
1660428050642539,Kristo Enn Vaga Tulevik,Kristo Enn Vaga,≤100,3
