Page ID,Page Name,Disclaimer,Amount Spent (RON),Number of Ads in Library
165452684079944,Sătui,IOANITA MARIN-IOANA,19954,90
1871260176434584,USR Ilfov,USR Ilfov,19939,45
227922987222524,Calin Popescu Tariceanu,EvolveDreamSoft,19925,6
2022868144593694,Partidul Mișcarea Populară Suceava Oficial,Partidul Mișcarea Populară Suceava,19913,31
804299403024040,Iulian Bulai,USR Neamt,19775,19
28312410177,World Food Programme,These ads ran without a disclaimer,19755,27
279454772645662,Nicu Ștefănuță,Nicu Ștefănuță,19738,103
110565513987171,Lazăr Faur,Vesmart SRL,19693,21
1028428697211383,USR Sibiu,USR Sibiu,19681,120
296173713739483,Partidul Ecologist Roman,Silviu Rus,19672,10
799686396757468,PNL Mehedinti,11 PLUS,19554,79
579634489380884,Tudor Rares Pop - Deputat USR,USR București,19521,7
1623630114537710,eTrezirea,eTrezirea,19479,28
1728821047350437,Adrian Ioan Veştea,PNL Brasov,19472,32
346388249074060,Cristian Marius Niculae,Cristian Marius Niculae-Viceprimar al Municipiului Bistrița,19454,187
215405775174990,Falca Gheorghe,Falca Gheorghe,19444,155
338416500146655,USR PLUS Agigea,USR Constanța,19440,96
228503903923137,Catalin Lucian Iliescu,Partidul Mișcarea Populară,19365,56
106110347886087,Stroe Felix,PSD Filiala Constanta - 21200019,19358,118
1557562174501195,PNL Suceava,Partidul Naţional Liberal,19347,308
2081882595470333,Partidul Mișcarea Populară Cluj-Napoca,Partidul Mișcarea Populară,19326,31
151241544943262,"RMDSZ, Maros megyei szervezet",RMDSZ Maros Megye,19214,347
1653726584879481,Mihai Fifor,Partidul Social Democrat,19204,24
821269587938298,Alina Gorghiu,Partidul National Liberal filiala Timis,19190,43
153410991395492,Dr Adina Alberts,Cristiana-Gabriela Telea,19141,23
197860563670657,Adrian Stef,House of Ads,19017,15
1153758948042333,Cârcu Ioan Caius,Carcu Caius,18987,112
624376714433486,Trezirea Spirituala,These ads ran without a disclaimer,18955,1
227578001357165,Ionel Dancă,PNL VRANCEA,18807,20
268639063830248,PLUS Prahova,PLUS Prahova,18800,138
103063104870491,Ionel Șomer,Ionel Somer,18776,21
149070878549352,Adrian Marius Dobre,Carrot Media SRL la comanda PRO Romania Calarasi-CMF 11200008,18730,20
122230079287624,Alexandru Gîdăr,Oltenia STAR,18710,66
356331945441602,Nu te lăsa dusă,Andra Anastasia Alexa,18671,3
112651657181398,Zi de zi,Zidezi,18665,273
279506398903505,PNL Sector 1,Partidul Naţional Liberal,18655,333
701874166872918,PLUS Galați,"Partidul Libertate, Unitate și Solidaritate",18633,85
621574984950400,Alianța USR PLUS,These ads ran without a disclaimer,18577,18
107891257592942,Moisescu Nicolae,PSD Prahova,18531,90
705733042862650,USR Bacău,USR Bacău,18515,133
684718025334579,Dumitru Văduva,USR Ilfov,18412,257
1852364238326923,Laura-Iuliana Scântei,Laura-Iuliana Scântei,18406,80
1156150484398630,MozaiQ,MozaiQ,18388,200
340770676112984,PMP Galați,MUNTEANU MARIUS-CATALIN,18378,43
2081882595470333,Partidul Mișcarea Populară Cluj-Napoca,Partidul Miscarea Populara,18316,9
103445844473825,Alianța pentru Unirea Românilor - AUR,Simion George-Nicolae,18312,62
293705614001972,Ileana Cristina Dumitrache,PSD Constanta CMF 11200020,18248,50
436156206447092,Molnár András,Trendmakers,18214,41
104477911460614,Adrian Giurgiu,Partidul Uniunea Salvati Romania,18162,18
1164341813627057,Maria Gabriela Horga,Partidul Național Liberal Giurgiu,18159,145
1563516727242105,PNL Județul Hunedoara,Agentia de publicitate Confort Media (Aldo Detail Direct SRL) pentru Partidul National Liberal - Filiala Hunedoara,18133,53
1206596972739709,Mihai Popa,ProRomânia Filiala Brașov,18105,71
456952907844400,Kereskényi Gábor,Kereskényi Gábor,18060,123
1415002928807791,PNL Arad,PNL Arad,18054,201
344458106051842,Mircea Titus Dobre,Mircea Titus Dobre,18008,52
261202277284497,Theodor Paleologu,Partidul Mișcarea Populară,17968,49
2212856535602171,George Simion,George Simion,17883,59
100397374873309,Călin Bota,PNL Maramureş,17871,61
273685303103682,George Șișcu,George Șișcu,17862,195
107162597445468,Razvan Enescu,Enescu Razvan,17858,102
101211095125511,Gabriel Crîngeneanu,Simona Gabriel Geagulea (lpv media pro srl),17829,20
177708185581280,Erdélyi Magyar Néppárt,Erdélyi Magyar Szövetség,17772,232
1477795509184760,PNL Călăraşi,Partidul Național Liberal Călărași,17696,46
322809508100115,George Gabriel Vișan,Partidul Social Democrat Filiala Constanța - 11200020,17663,12
1763484467225604,USR Mehedinți,Uniunea Salvați România,17636,143
208694883781,Tudor - Tim Ionescu,Tudor Tim Ionescu,17603,34
1852885741703458,PSD Iasi,PSD Iasi,17593,108
1317563728271610,Ioana Constantin,Partidul Mișcarea Populară Sector 1 București,17504,38
118847551510788,EMaramures,eMaramures,17481,93
991329864214315,PSD Judetul Hunedoara,PSD Judetul Hunedoara,17478,66
1668078800161073,Alexandru Gâdiuță,Uniunea Salvati Romania Sector 6,17425,70
735350019910389,PNL DOLJ,OLTENIA STAR,17412,136
602280189818804,Mihai Goţiu,These ads ran without a disclaimer,17302,57
125895557433232,evz.ro,evz.ro,17232,109
108492790994313,Monica Berescu,PLUS,17226,17
684277412002641,Ramona Ioana Mezei,ALDE - Partidul Alianta Liberalilor si Democratilor,17147,18
1592660281028385,USR Bihor,Uniunea Salvați România Filiala Bihor,17093,58
2443020582586584,Romania Eficienta,Romania Eficienta,17072,577
2237102673235835,PLUS Dolj,PLUS Dolj,17005,61
104101554409311,Robert Viorel Chioveanu,Arthur and Regents,16991,37
602280189818804,Mihai Goţiu,Partidul Uniunea Salvati Romania,16977,46
101758341228067,Oana Țoiu,PLUS Bucureşti,16936,9
111658128847068,Amnesty International,These ads ran without a disclaimer,16927,7
561176913912750,PNL Sector 6,PNL Sector 6,16883,66
273685303103682,George Șișcu,PNL Tulcea,16865,82
281251892236770,BrasovTV.com,Alternativa pentru Demnitate Nationala,16849,102
1477795509184760,PNL Călăraşi,PNL Călărași,16845,138
185088338177066,PNL IASI,Partidul Naţional Liberal,16815,206
561008947384710,PSD Buzau,Partidul Social Democrat Buzau CMF11200020,16769,29
1632266380355345,Victor Moraru,Victor Moraru,16723,121
281341562263123,Cristina Prună,PRUNA CRISTINA-MADALINA,16707,206
304085190083197,PNL Oradea,PNL Oradea,16530,45
338465666278028,Cristian Niculescu Țâgârlaș,PNL Maramureş,16459,66
1512454475497915,ALDE Brasov,ALDE Filiala Judeteana Brasov,16431,40
112337563729055,Lucian Rusu,PNL IASI,16398,97
434556163372261,Claudiu Pop,Adsome SRL,16321,51
101233561273597,Adrian Alda,PSD Arad CMF 11200020,16303,60
293059364228212,TEMI News,These ads ran without a disclaimer,16300,4
1456367624654247,PNL SĂLAJ,World Wide BizCom,16293,218
1120604481413016,Dobrogea TV,Dobrogea TV,16174,22
124335225749152,Mircea Cirț,Mircea Cirț,16155,51
174643522616423,Ivan A. Mihaela,Ivan A. Mihaela,16119,566
719601528138635,Partidul Mișcarea Populară Constanța,Partidul Miscarea Populara,16064,39
164276903939889,PSD Sibiu,PlusView Studio,16063,34
106189049563646,Constanta INFO,Dorian Hapurnea,16030,45
697451833786949,Mihai Polițeanu,POLITEANU MIHAI-LAURENTIU,15981,236
160389004118249,Iulian Dumitrescu,Iulian Dumitrescu,15962,54
661024020617815,Emil Radu Moldovan,Emil Radu Moldovan,15949,246
108723169291363,Daniel Suciu,PSD BN,15943,60
1213299995450587,Emanuel Ungureanu,Uniunea Salvați România - USR,15935,22
513441665508224,USR Vâlcea,Uniunea Salvați România - USR,15906,29
110095017509547,Ivan Bogdan,PRO ROMANIA ARGES,15884,52
2213828782003986,Calin Bibart,Gonzo Media,15882,15
1530271987100122,Tudor Benga,Uniunea Salvati Romania,15873,107
533912330091050,PNL Olt,PNL Olt,15834,144
112332998808842,Cristian Bușoi,Rus Alexandra,15797,51
439359429854762,USR Dobroesti,USR Ilfov,15779,310
239100436180019,Stefan Pirpiliu,Stefan Pirpiliu - PRO Romania Sector 5,15693,51
1523715901251595,Ovidiu Cîmpean,TMK Research Services,15655,32
108443610817637,Sava George,Pro Romania,15637,17
106374440937029,Cătălin Stanciu,Girl Business,15554,47
103963427630090,Florinel Stancu,Finedrefined la comanda Pro Romania Dolj,15539,59
885119281568843,USR Sector 1,Uniunea Salvați România,15458,101
1152310188122029,ALDE București - Alianta Liberalilor si Democratilor,ALDE - Partidul Alianta Liberalilor si Democratilor,15440,10
298462740337125,Partidul Miscarea Populara Campulung Moldovenesc,Partidul Mișcarea Populară Suceava,15313,15
254116508082535,Marian Neacșu,Marian Neacsu - Pro Romania,15260,38
991078227650559,Costel Șoptică,Partidul Național Liberal - Botoșani,15244,73
321896004518929,Ioan Mang,Ioan Mang,15206,73
102171051524748,Bogdan Brătianu,ALDE - Partidul Alianta Liberalilor si Democratilor,15181,11
187626588259750,Pataki Csaba,Pataki Csaba,15115,122
1641765056062575,Virgil Popescu,POPESCU VIRGIL-DANIEL,15101,63
709900909075368,PNL Bistrița-Năsăud,PNL Bistrița-Năsăud,15052,263
808773709245245,Nicolae Giugea,Nicolae Giugea,15049,71
102381444684119,Alianța USR PLUS Călărași,Alianța USR PLUS Călărași,15047,23
279280712669378,Alianța Anticorupție din România,These ads ran without a disclaimer,15046,225
671105796254546,PSD Bistrița-Năsăud,PSD Bistrița-Năsăud,15046,368
103714777916714,HD24.ro,HD24.ro,15017,72
101633397996641,Constantin Florescu,Constantin Florescu,15011,32
697032654017634,Voicu Ion Valentin,Voicu Ion-Valentin,14999,219
110690456994830,Theodora Benedek,Theodora Benedek,14967,123
138896782840976,Biroul Parlamentului European în România,Biroul Parlamentului European în România,14940,27
915077928622845,Ionuț Moșteanu,Alianța USR PLUS,14915,32
814108118745593,PRO România București Sector 4,PRO Romania Bucuresti,14799,34
103707388082823,Sorin Naș,Forța Națională Cluj,14793,46
364996840328403,Asociația Liga Albanezilor din România,ALAR,14791,41
112633860186737,Cristian Sas,USR București,14753,4
530774800380326,PRO Romania Bihor,Adsome SRL,14742,110
1568247196820750,Partidul Social Democrat Covasna,Partidul Social Democrat Covasna,14725,63
201920416986321,EM360 Studio,EM360 cu Adi Maniutiu,14688,479
111979670314212,Georgeta Rodica Dobraniș,Partidul Oamenilor Liberi,14671,29
212588722543134,Tudor Polak,Partidul Naţional Liberal,14634,41
1698313903770393,Ervin Molnar,Molnar Ervin,14602,78
770704223323599,Dezvoltăm România,These ads ran without a disclaimer,14508,28
561176913912750,PNL Sector 6,Partidul Naţional Liberal,14506,215
243027859216579,Alfred Simonis,Code Ui,14464,14
124335225749152,Mircea Cirț,P.N.L. Maramureș,14428,22
561082167391564,Ion Lungu,PARTIDUL NAŢIONAL LIBERAL FILIALA SUCEAVA,14420,224
1557562174501195,PNL Suceava,TrueZone Media,14416,65
1665056826841975,Anisoara Stanculescu,PMP Dolj,14414,57
104468027603592,Simona Spătaru,PLUS Sector 4,14412,51
1530271987100122,Tudor Benga,Tudor Benga,14351,277
428923027871330,Consiliul Național PSD,Partidul Social Democrat,14342,10
1305418182809740,Csoma Botond,RMDSZ Kolozs Megye,14298,151
1009857555804226,PER Suceava,PER Suceava,14274,75
102323691602751,Dobocan Romeo,Tropic Solutions,14245,43
247245385651467,USR Olt,Uniunea Salvați România,14172,38
760675273992136,Federovici Doina - Președinte PSD Botoșani,Federovici Doina-Elena,14163,84
212588722543134,Tudor Polak,Polak Tudor,14139,166
112271313983641,Mihai Pașca,Vesmart SRL,14121,11
213084412461199,Alexandru Muraru,PNL IASI,14105,62
104877291323955,Darie Ștefan,Darie Ștefan,13964,24
374121893460424,Beniamin Todosiu,Partidul Uniunea Salvați România,13962,318
915077928622845,Ionuț Moșteanu,Uniunea Salvați România - USR,13951,19
1699668056983226,Cosmin Butuza,PSD Maramures,13899,22
915077928622845,Ionuț Moșteanu,USR Argeș,13890,43
108818130851166,Andrei Lupu,PLUS Prahova,13887,37
150909498384134,Varga Glad,Vesmart SRL,13844,11
598786486830955,Ana Ciceală,USR Sector 3,13841,56
1742547816015691,USR Satu Mare,USR Satu Mare Campanie,13835,16
560043047405849,MEHEDINTIUL MEU,MEHEDINTIUL MEU,13812,169
486358554821325,Sergiu Bîlcea,Vesmart SRL,13708,19
1569314583329364,Vergil Chițac,Vergil Chițac,13671,114
1750234035208501,Adrian Mocanu,Partidul Mișcarea Populară Filiala Județeană Buzău,13655,22
1406775682961139,PSD Giurgiu,PSD Giurgiu,13629,43
842560849222998,Mihai Costel,Partidul Miscarea Populara - Organizatia Judeteana Brasov,13627,83
101482251775044,Eugen Dogariu,Code Ui,13622,27
422079857963680,PNL Constanţa,PNL Constanţa,13574,418
376882935758661,Consiliul Judetean Cluj,Consiliul Judetean Cluj,13519,3
372155856222044,PSD ARAD,Psd Arad CMF21200019,13519,156
1272603089536010,Compatibilitate.ro,These ads ran without a disclaimer,13501,1
1208682419220715,Sorin Grindeanu,Partidul Social Democrat,13500,15
348610102203573,Radu Miruţă,Partidul Uniunea Salvati Romania,13499,27
181375448581167,Partidul Naţional Liberal,These ads ran without a disclaimer,13494,43
399782660185699,OK Medical,OK Medical,13389,9
309477135842532,Marian Mina,PSD Giurgiu,13365,22
327343767641074,Alexandru Oprea,Alexandru Oprea,13344,44
1498409580204044,Laurentiu Neghina,Victor Laurentiu Neghina,13337,59
139292873479110,Florin Oancea,Florin Oancea,13312,115
1563137543927183,PNL Sector 4,Partidul Naţional Liberal,13293,243
697032654017634,Voicu Ion Valentin,ALDE - Partidul Alianta Liberalilor si Democratilor,13280,22
1386268318173879,PMP Vrancea,Partidul Mișcarea Populară Filiala Vrancea,13256,50
978167322355961,Cotea Flavius-Gabriel,Cotea Flavius-Gabriel,13219,86
105522854133423,Radu Panait,Panait Radu,13194,20
1557836147771248,Pavel Emilian,Tild Consulting,13193,17
668129379887378,Dan Motreanu,PNL Giurgiu,13182,99
1527295450904777,Dumitru Beianu,Partidul National Liberal,13166,24
108171930863714,Razvan Cuc,Razvan Cuc,13159,78
108331397335412,Eduard Ciceu,Finedrefined pentru Pro Romania Dolj,13155,57
1703771913236960,Andrei Carabelea,Atelierul Media,13142,57
120115111981057,Partidul Mișcarea Populară Călărași Oficial,Partidul Mișcarea Populară Călărași,13082,79
545080748992528,Ciprian Ciucu,Partidul Naţional Liberal,13060,41
200504554237674,PLUS Teleorman,PLUS Teleorman,13049,112
2449445505071289,SanoPass,Ovidiu Tănase,13039,33
511381328886504,Bulf Cornel Catalin,Partidul Miscarea Populara,13017,50
2365342553558020,Daniel Ionașcu,Partidul Puterii Umaniste - Social Liberal,12986,7
369776030454893,PLUS Timiș,PLUS Timiș,12956,32
277322829086160,Felix Rache,Pro Romania,12947,13
457065044319975,Catalin Mugurel Flutur,Partidul Național Liberal - Botoșani,12900,40
100300351751901,Dan Nichiforel,USR Suceava,12890,28
473014883050399,Neculai Ontanu,Partid ADER Sector 2,12835,30
106602121162116,Emilian Gabor,Alianța USR PLUS Bistrița-Năsăud,12830,58
360646214023384,Ben Oni Ardelean,Partidul National Liberal filiala Timis,12826,21
1024698440918384,Gheorghe Valentin Rotar - Primar,Gheorghe Valentin Rotar,12813,84
364457997442201,Iskola Alapítvány,Iskola Alapítvány,12790,260
461838944252133,PNL Târgoviște,PNL Targoviste,12784,178
444983296035846,PLUS Bihor,PLUS Bihor,12766,68
712674922236299,USR Deva,Partidul Uniunea Salvați România - USR,12743,34
284903568254089,Stefan Alexandru Baisanu,Stefan Alexandru Baisanu,12738,27
209399519151264,Liviu Brătescu,PNL IASI,12708,42
1981456161950491,PSD ILFOV,Partidul Social Democrat - Organizatia Ilfov,12708,26
108912420833522,Eduard Koler,Partidul Mișcarea Populară - Filiala Mehedinți,12614,118
112953853591210,Sergiu Sechelariu,Sergiu Sechelariu,12608,87
1393858224186762,Novahouse.ro,These ads ran without a disclaimer,12568,1
176811992738806,USR Brăila,Uniunea Salvați România - USR,12561,6
176989973158138,Guvernare.net,These ads ran without a disclaimer,12508,5
103901018050302,Badea Marius Rivera - Primar,Badea Marius Rivera,12498,18
1132546050130186,Diaconu Gabriel Marian,Gabriel-Marian Diaconu,12474,57
427656597297153,Gabriela Firea,PSD Bucuresti,12415,30
303141363880057,PLUS Sector 6,PLUS Sector 6,12409,18
535445976897124,ALDE BACĂU - Partidul Alianța Liberalilor și Democraților,Partidul Alianța Liberalilor și Democraților - ALDE,12344,27
301737653261681,Stelian Dolha,UB Global Media,12329,75
1484087788544892,Pulsul Ieșean,Pulsul Iesean,12296,64
153217548705577,George Scripcaru,Andrei Mihai-Lucian,12223,58
115390359901053,Voicu Paul,PNL Alba,12197,58
188960694893155,Cristina Elena Dinu,PSD Giurgiu,12185,30
236081623781107,Sorin Apostoliceanu,PNL,12149,51
509479962851716,Alexandru Kocsis,Romanii trebuie sa stie,12129,54
597665030407862,Demos,Demos,12126,135
235874059830840,Consiliul Județean Vrancea,Consiliul Județean Vrancea,12122,39
987000488084806,USR Argeș,Uniunea Salvati Romania,12120,110
101367038230868,Traian Bendorfean - #apărmureșul,Bendorfean Traian,12088,85
110665943772240,Virgil Pirvulescu,PNL Filiala Vâlcea Cod AEP 21200012,12082,46
254690471320373,Vocea Bacăului,Vocea Bacăului,12074,33
1566276376993897,Sebastian Moise,Partidul Mișcarea Populară,12065,12
872727552790073,PNL Timişoara,MIR-MOVE,12061,56
252950101538687,PNL Cluj,PNL Cluj,12054,678
519093894797918,Eugen Orlando Teodorovici,Partidul Social Democrat filiala Tulcea,12015,36
971907786352729,PLUS Cluj,"Partidul Libertate, Unitate şi Solidaritate",11992,40
2658085720898451,PLUS Sector 1,PLUS Sector 1,11908,52
108171930863714,Razvan Cuc,Media PR Grup,11856,24
1854493691430908,Dan Ștefan Tarcea,Dan Tarcea,11822,60
100642061848378,Cosmin Poteraș,Cosmin Poteraș - USR PLUS,11815,16
1039043416229694,Nicolae Marin,Win Media,11811,29
1565031267093821,PNL Botoșani,Partidul Național Liberal - Botoșani,11805,44
1602563209957356,PNL Bacău,Partidul Național Liberal,11799,67
48034275355,EPP - European People's Party,EPP - European People's Party,11783,55
211062256194413,7 IASI,7 IASI,11744,52
840140639407583,Eugen Pîrvulescu,Partidul National Liberal Teleorman,11688,34
291177524360702,Partidul Social Democrat,These ads ran without a disclaimer,11650,8
939093039450192,PS News,PS News,11610,309
642178943068856,STAN IONEL,Ionel Stan,11575,32
1653726584879481,Mihai Fifor,These ads ran without a disclaimer,11566,5
509548582409324,Ghidul Primãriilor,Millenium Management Sistem SRL,11557,16
474481680018003,Bogdan Toader,Bogdan Toader,11553,173
196071243914443,Partidul Miscarea Populara - ILFOV,Partidul Mișcarea Populară,11511,36
