Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
123545735704017,Nature And Man,These ads ran without a disclaimer,117,2
1546798075534920,Atbalsts uzņēmējiem,Ekonomikas ministrija,115,3
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,115,69
2333251183615170,Premium Credit,These ads ran without a disclaimer,114,7
1615196031839724,bb.lv latviski,These ads ran without a disclaimer,114,6
109242457518285,Gatis Trūps/Restartē Rīgu,Gatis Trūps,112,14
446952386112096,Dainis Grabovskis,These ads ran without a disclaimer,111,5
101872688217669,Baiba Bļodniece,These ads ran without a disclaimer,111,2
135382249939496,Piche,These ads ran without a disclaimer,110,2
913261285420965,Skanste,These ads ran without a disclaimer,110,1
508959865842254,Roberts Zīle,Roberts Zīle,109,7
418209064906648,Dzīvnieku brīvība,Dzīvnieku brīvība,109,17
277072169475754,Xiaomi Latvia,These ads ran without a disclaimer,109,6
235220853567408,Janis Dombrava,Janis Dombrava,105,8
2132604150351339,Profectus,Domnīca Profectus,105,3
1456516717932002,NATO Strategic Communications Centre of Excellence,NATO Strategic Communications Centre of Excellence,105,5
148514755192040,Riga Business School,Media House,104,2
426270891055179,MuurikkaLatvia,Jānis Indāns,103,8
103691404931513,Dbrain,These ads ran without a disclaimer,103,6
128048127265711,Satori,Satori,102,7
1443234002628073,Jūrmala,Jūrmala,≤100,1
126060760828576,24Bottles,These ads ran without a disclaimer,≤100,6
103884181020976,Naudas Likumi,TVNET,≤100,5
1404923176410685,Armands Krauze,Armands Krauze,≤100,3
113538360386290,Māris Kalējs Rīgai,Partija IZAUGSME,≤100,2
109754670393414,Boriss Donnikovs,These ads ran without a disclaimer,≤100,14
1511718935524712,Vācijas vēstniecība Rīgā-Deutsche Botschaft Riga,These ads ran without a disclaimer,≤100,1
363128980541199,Sandra Kalniete,Sandra Kalniete,≤100,3
116206531782887,Wise,These ads ran without a disclaimer,≤100,2
101478998507929,PROGRESĪVIE Siguldas novadā,PROGRESĪVIE,≤100,8
351365901647856,Reima,These ads ran without a disclaimer,≤100,1
100310198700335,Stāsti par kapitālismu,Andris Šuvajevs,≤100,4
101083895050385,Sign It Europe,These ads ran without a disclaimer,≤100,3
100627146655306,Memory Water,These ads ran without a disclaimer,≤100,3
528938250934694,Jaunā konservatīvā partija - Rīga,These ads ran without a disclaimer,≤100,3
185907804839717,Biznesa augstskola Turība,These ads ran without a disclaimer,≤100,2
103694164751765,Sindija Bokāne par jauniešiem un Rīgu,Sindija Bokāne,≤100,5
1010050165739760,NA Valmieras novada nodaļa,Nacionālā apvienība,≤100,3
176171459061779,RUS TVNET,These ads ran without a disclaimer,≤100,31
1784026298591672,Enefit Latvija,These ads ran without a disclaimer,≤100,2
3345430138901039,Neklusē,Biedrība Neklusē,≤100,3
115890180264893,Saulkrastu novada attīstībai,Artūrs Ancāns,≤100,2
109242457518285,Gatis Trūps/Restartē Rīgu,Politisko partiju apvienība Attīstībai/Par!,≤100,4
524714174238878,Finanšu ministrija,These ads ran without a disclaimer,≤100,1
515364485204880,RETV,These ads ran without a disclaimer,≤100,8
2054463114634277,PROGRESĪVIE Liepājā,PROGRESĪVIE,≤100,3
106945194205562,Jaunie konservatīvie Ādažos un Carnikavā,Jaunā konservatīvā partija,≤100,5
105362181593348,"PROGRESĪVIE Jēkabpilī, Krustpilī, Aknīstē, Viesītē, Salā",PROGRESĪVIE,≤100,4
1982109711813991,Jānis Butāns,Jaunā konservatīvā partija,≤100,3
104741054982722,Madars Lasmanis,Partija Latvijas Attīstībai,≤100,1
215486111795023,Swedbank Latvia,TVNET,≤100,4
587293021433280,Mamikins.lv,These ads ran without a disclaimer,≤100,2
470923236652482,Mārtiņš Staķis Rīgai,Martins Stakis,≤100,2
2168881306658684,Oligarhi Spēle,These ads ran without a disclaimer,≤100,4
109472097166067,Yoga Zea,These ads ran without a disclaimer,≤100,1
415090035368188,Latvijas Zaļā partija,These ads ran without a disclaimer,≤100,5
1379604382300280,Latvijas Reģionu Apvienība,Latvijas Reģionu apvienība,≤100,6
1794691970847372,Nacionālā apvienība Ziemeļkurzemē,Nacionālā apvienība,≤100,4
1222562637760179,BRC Autocentrs,These ads ran without a disclaimer,≤100,1
335814573629639,PPA "Latviešu Nacionālisti",PPA "Latviešu Nacionālisti",≤100,4
515829431874969,Jaunā konservatīvā partija - Kurzeme,These ads ran without a disclaimer,≤100,2
138715766194177,Rimi Latvija,Rimi Latvija,≤100,5
281731782877,XEvents,These ads ran without a disclaimer,≤100,1
106971900737894,The United Arab Emirates Nation Brand,These ads ran without a disclaimer,≤100,1
100804438429055,AlfaGive,These ads ran without a disclaimer,≤100,2
111658128847068,Amnesty International,These ads ran without a disclaimer,≤100,7
318123608272216,Kniga.lv Polaris книжный магазин,These ads ran without a disclaimer,≤100,1
183991599215496,META Advisory Latvia,Ieva Grīnberga,≤100,6
2276075052646163,Santas Skropstas,These ads ran without a disclaimer,≤100,9
174921092870508,SIA REPA,REPA SIA,≤100,5
306406456745061,Fridays For Future Latvia,Fridays for Future Latvia,≤100,4
185497885323119,Eiropas Komisijas pārstāvniecība Latvijā,Braučs Dāvis,≤100,1
391993894271687,ERGO,These ads ran without a disclaimer,≤100,2
100281341915719,Normunds Mazūrs,Partija Latvijas Attīstībai,≤100,2
514797845974377,Rīgas Menedžmenta Koledža,These ads ran without a disclaimer,≤100,1
153321011470555,Elektrum,These ads ran without a disclaimer,≤100,3
1904064289853145,Ģirts Valdis Kristovskis,Kristovskis Girts Valdis,≤100,2
119283008140727,Pela Case,These ads ran without a disclaimer,≤100,42
102389457864860,Treehuggers Bracelets,These ads ran without a disclaimer,≤100,10
541229793055345,Aleksejs Loskutovs,These ads ran without a disclaimer,≤100,4
1276454492439721,Ramona Petraviča,Politiskā partija "KPV LV",≤100,2
106533287880479,Fair Latvia,These ads ran without a disclaimer,≤100,7
780440992099262,Andris Morozovs,These ads ran without a disclaimer,≤100,6
111198647250406,Ervīns Gribuška,Jaunā konservatīvā partija,≤100,8
805870702808320,VISMA.lv,These ads ran without a disclaimer,≤100,1
1660706864216893,США по-pусски - U.S. Department of State,These ads ran without a disclaimer,≤100,1
150722025287146,Mocek,These ads ran without a disclaimer,≤100,1
126665274065379,Politiskā partija Nacionālā Savienība "Taisnīgums",Nacionālā Savienība TAISNĪGUMS partija,≤100,6
103757207743454,Igors Kļaviņš,PROGRESĪVIE,≤100,1
116706926839633,Braindom,These ads ran without a disclaimer,≤100,5
619185358591194,Freedom of life,These ads ran without a disclaimer,≤100,2
109734447174236,Bussines,These ads ran without a disclaimer,≤100,1
232235720264707,Rīga.lv,Rīga.lv,≤100,4
1950395945188571,Mārtiņš Kossovičs,PROGRESĪVIE,≤100,4
299338444084861,Kārlis Barančans Saldus novadam,Latvijas attīstībai,≤100,1
719908314738788,Mareks Radzevics,These ads ran without a disclaimer,≤100,13
534070474186615,Dainis Vingris,Partija Latvijas Attīstībai,≤100,2
1988510838145628,Edgars Ikstens,Edgars Ikstens,≤100,2
706065659455197,Senator mēbeles pēc pasūtījuma,These ads ran without a disclaimer,≤100,1
984665731564266,Valdis Dombrovskis,These ads ran without a disclaimer,≤100,25
100633462079906,Loreta Robežniece,Partija Latvijas Attīstībai,≤100,1
178285856080664,Jaunie konservatīvie Mārupē un Babītē,Jaunā konservatīvā partija,≤100,2
379171999249415,Ekonomikas ministrija,Ekonomikas ministrija,≤100,1
103085384781587,Advance,These ads ran without a disclaimer,≤100,51
1404923176410685,Armands Krauze,These ads ran without a disclaimer,≤100,4
823558797998275,Jaunatnes organizācija "Protests",Jaunatnes organizācija "Protests",≤100,5
1473806282831644,Sabiedrības integrācijas fonds,These ads ran without a disclaimer,≤100,2
147547541961576,Council of the European Union,These ads ran without a disclaimer,≤100,5
146955527905,EU Civil Protection & Humanitarian Aid - ECHO,These ads ran without a disclaimer,≤100,6
283545858468328,Biedrība "Latvijas Ceļu būvētājs",Biedrība "Latvijas ceļu būvētājs",≤100,4
355087424564148,VoteWatch Europe,These ads ran without a disclaimer,≤100,12
106427867424681,Our Solar System - Astronomy,These ads ran without a disclaimer,≤100,2
1583498891718736,Jaunā konservatīvā partija - Bauska,Jaunā konservatīvā partija,≤100,2
111877875608583,DELNA - Sabiedrība par atklātību,Inese Taurina,≤100,4
122074554119,EU Social,These ads ran without a disclaimer,≤100,6
103679571386129,Jūrmalas jaunā nodaļa,Jānis Voins,≤100,13
813631282320758,Jānis Sadovņikovs,partija "Latvijas attīstībai",≤100,4
279932505408280,Jurmala Golf Club & Hotel,These ads ran without a disclaimer,≤100,3
101973961586848,Nacionālā Apvienība Dienvidkurzemē,Nacionālā apvienība,≤100,4
100192718280331,Andrejs Šikors,Andrejs Šikors,≤100,3
653486371387199,Rihards Gorkšs,Partija Latvijas Attīstībai,≤100,1
112602520649839,Алексей Блажевич - Aleksejs Blaževičs,SIA Mediastrims,≤100,1
112765103967677,Latvijas lūši,Janis Vinters,≤100,1
109393087856362,Andris Vaivods,Partija Latvijas Attīstībai,≤100,2
496837527004594,Latvijas attīstībai,partiju apvienība "Attīstībai/Par!",≤100,3
180815911958489,RTU - Rīgas Tehniskā universitāte,These ads ran without a disclaimer,≤100,1
960297957323800,Rihards Kols,These ads ran without a disclaimer,≤100,2
1533230256924257,Etergo,These ads ran without a disclaimer,≤100,12
100479301937908,Ropažu novada attīstībai,Partija Latvijas Attīstībai,≤100,1
115594725636071,Zero Waste Latvija,Zero Waste Latvija,≤100,1
197239286963377,Latvijas Mobilais Telefons,These ads ran without a disclaimer,≤100,1
2224622181136990,Rebeka Kiršteina,Rebeka Kiršteina,≤100,3
384453488387982,Elkor.lv,These ads ran without a disclaimer,≤100,1
113150443388218,Dzīvesspriedums,These ads ran without a disclaimer,≤100,1
101651185117921,Agris Bojārs Saulkrastu novadam,Agris Bojārs,≤100,2
585656728567769,Ilze Krēsliņa,partija "Latvijas attīstībai",≤100,1
180815911958489,RTU - Rīgas Tehniskā universitāte,Media House,≤100,1
102464678417625,Latvijas Finieris,Latvijas Finieris,≤100,3
108888727326313,Latvijas Alus Darītāji,Grizzly Riga,≤100,2
1504445909783270,Labklājības ministrija,These ads ran without a disclaimer,≤100,1
1376527666007691,Aleksandrs Hrisanfovs,Partija Latvijas Attīstībai,≤100,1
113472937137722,Dāvis M. Daugavietis,Davis Martins Daugavietis,≤100,1
109338173951702,Vladislava Šķēle,Vladislava Skele,≤100,2
105954217515305,Salvis Petriks,Politiskā partija "KPV LV",≤100,1
549948942006132,Jaunā konservatīvā partija - Latgale,These ads ran without a disclaimer,≤100,1
112600277101486,Angelika Krūmiņa,Partija IZAUGSME,≤100,1
